Price,Age_08_04,KM,HP,cc,Doors,Gears,Quarterly_Tax,Weight,,Price,Pred,error,,,
13950,42,42560,110,1600,5,5,85,1080,,13950,18819.04445,-4869.044447,130.955553,,
10950,38,41754,110,1600,3,5,69,1040,,10950,18593.92135,-7643.921351,-2643.921351,,
12950,44,41499,110,1600,5,5,197,1103,,12950,19401.0966,-6451.096597,-1451.096597,,
12850,40,41339,110,1600,5,5,85,1080,,12850,19088.00946,-6238.009463,-1238.009463,,
13995,35,41000,110,1600,5,5,85,1075,,13995,19619.98119,-5624.98119,-624.98119,,
13750,39,40000,110,1600,3,5,85,1055,,13750,18819.61755,-5069.617554,-69.617554,,
12750,37,39757,110,1600,5,5,85,1075,,12750,19402.60741,-6652.607406,-1652.607406,,
12500,41,39659,110,1600,3,5,69,1045,,12500,18356.31243,-5856.312434,-856.312434,,
13950,43,39650,110,1600,3,5,85,1055,,13950,18340.14642,-4390.146418,609.853582,,
11500,39,39524,97,1398,3,5,69,1025,,11500,17860.78701,-6360.787012,-1360.787012,,
13950,44,39516,97,1400,5,5,85,1060,,13950,17897.62823,-3947.628231,1052.371769,,
11895,41,39439,97,1400,5,5,85,1060,,11895,18264.34003,-6369.340034,-1369.340034,,
9950,44,39000,97,1400,3,5,69,1025,,9950,17263.25923,-7313.259229,-2313.259229,,
13500,42,38932,110,1600,3,5,69,1040,,13500,18166.20895,-4666.208951,333.791049,,
11450,37,38812,97,1400,3,5,69,1025,,11450,18119.09459,-6669.094586,-1669.094586,,
12450,42,38665,110,1600,5,5,85,1075,,12450,18816.97241,-6366.972407,-1366.972407,,
12950,40,38653,110,1600,5,5,85,1080,,12950,19144.24893,-6194.248931,-1194.248931,,
13995,44,38461,110,1600,5,5,85,1080,,13995,18661.46959,-4666.469591,333.530409,,
11750,42,38078,97,1400,3,5,69,1025,,11750,17525.96378,-5775.963783,-775.963783,,
11650,39,37782,97,1400,5,5,85,1060,,11650,18542.43402,-6892.434018,-1892.434018,,
9950,43,37576,97,1400,3,5,69,1030,,9950,17498.40035,-7548.40035,-2548.40035,,
13950,41,37533,110,1600,5,5,85,1075,,13950,18962.37408,-5012.374082,-12.374082,,
12950,44,37389,110,1600,5,5,85,1080,,12950,18683.91513,-5733.915127,-733.915127,,
10950,38,37320,97,1400,3,5,69,1025,,10950,18028.63422,-7078.634223,-2078.634223,,
9900,42,37000,97,1400,3,5,69,1025,,9900,17548.53495,-7648.534947,-2648.534947,,
11950,44,37000,110,1600,4,5,19,1075,,11950,18361.78355,-6411.783549,-1411.783549,,
11990,40,36566,110,1600,5,5,85,1090,,11990,19355.19764,-7365.197637,-2365.197637,,
10750,36,36269,110,1600,5,5,85,1075,,10750,19597.33901,-8847.339009,-3847.339009,,
13950,37,36074,110,1600,5,5,19,1075,,13950,19233.07115,-5283.07115,-283.07115,,
11250,44,36066,110,1600,3,5,69,1040,,11250,17982.81754,-6732.817541,-1732.817541,,
12950,39,34599,110,1600,5,5,85,1075,,12950,19267.20589,-6317.205892,-1317.205892,,
11950,41,34000,110,1600,5,5,85,1075,,11950,19036.34804,-7086.348036,-2086.348036,,
10950,42,33623,97,1400,3,5,69,1025,,10950,17619.24257,-6669.242573,-1669.242573,,
12950,33,33591,110,1600,5,5,85,1075,,12950,20018.51055,-7068.51055,-2068.51055,,
12950,35,33258,110,1600,5,5,85,1075,,12950,19782.08319,-6832.083186,-1832.083186,,
11695,43,33113,110,1600,5,5,85,1075,,11695,18811.52032,-7116.520324,-2116.520324,,
11000,41,33000,110,1600,5,6,19,1075,,11000,19409.60045,-8409.600452,-3409.600452,,
13950,35,32941,110,1600,5,5,85,1080,,13950,19872.34608,-5922.346082,-922.346082,,
11950,38,32781,110,1600,5,5,85,1075,,11950,19426.97104,-7476.971035,-2476.971035,,
11750,40,32532,110,1600,3,5,69,1040,,11750,18543.61187,-6793.611869,-1793.611869,,
12400,34,32431,97,1400,5,5,85,1060,,12400,19262.97255,-6862.972551,-1862.972551,,
12500,35,32000,110,1600,3,5,69,1040,,12500,19163.25018,-6663.25018,-1663.25018,,
12900,33,31000,110,1600,5,5,19,1075,,12900,19826.11,-6926.109998,-1926.109998,,
12200,41,30989,110,1600,3,5,69,1045,,12200,18537.84489,-6337.844894,-1337.844894,,
12750,43,30742,110,1600,3,5,69,1040,,12750,18215.99131,-5465.991312,-465.991312,,
11950,42,30190,110,1600,5,5,85,1075,,11950,18994.42196,-7044.421957,-2044.421957,,
11900,41,29716,116,1600,5,5,85,1075,,11900,19314.00777,-7414.007768,-2414.007768,,
11950,44,29716,110,1600,3,5,85,1070,,11950,18677.3213,-6727.321301,-1727.321301,,
14950,42,29640,110,1600,3,5,85,1055,,14950,18671.43566,-3721.435657,1278.564343,,
11950,41,29056,97,1400,5,5,85,1060,,11950,18481.73929,-6531.739288,-1531.739288,,
12950,33,28715,110,1600,5,5,85,1075,,12950,20120.60424,-7170.604238,-2170.604238,,
14950,41,28571,110,1600,5,5,85,1090,,14950,19400.89709,-4450.897088,549.102912,,
13450,40,28362,110,1600,3,5,69,1040,,13450,18630.92333,-5180.923329,-180.923329,,
13750,38,28150,110,1600,5,5,85,1075,,13750,19523.93491,-5773.934913,-773.934913,,
12950,43,27301,110,1600,3,5,69,1040,,12950,18288.03897,-5338.03897,-338.03897,,
12750,33,27240,110,1600,5,5,85,1075,,12750,20151.48779,-7401.487788,-2401.487788,,
11895,39,27170,97,1400,5,5,85,1060,,11895,18764.62807,-6869.628074,-1869.628074,,
9950,42,27141,97,1400,5,5,85,1060,,9950,18400.1357,-8450.135699,-3450.135699,,
12450,38,26262,110,1600,5,5,85,1075,,12450,19563.46586,-7113.465857,-2113.465857,,
12500,38,26000,97,1400,5,5,85,1060,,12500,18910.82539,-6410.825393,-1410.825393,,
14950,43,25228,110,1600,3,5,69,1045,,14950,18415.06899,-3465.068994,1534.931006,,
13750,39,25062,110,1600,5,5,85,1080,,13750,19550.51715,-5800.517148,-800.517148,,
12695,39,24723,110,1600,4,5,85,1060,,12695,19223.11293,-6528.11293,-1528.11293,,
14990,33,24650,110,1600,3,5,85,1055,,14990,19871.21501,-4881.215008,118.784992,,
12750,43,24553,110,1600,5,5,85,1080,,12750,19074.37515,-6324.375154,-1324.375154,,
14350,41,24475,110,1600,5,5,69,1030,,14350,18423.35838,-4073.358376,926.641624,,
12950,39,24444,110,1600,3,5,69,1040,,12950,18834.65827,-5884.658272,-884.658272,,
11500,35,24011,97,1400,3,5,69,1025,,11500,18672.39764,-7172.397642,-2172.397642,,
11950,41,24000,97,1400,3,5,69,1025,,11950,17942.42881,-5992.428806,-992.428806,,
13450,40,23616,110,1600,5,5,85,1075,,13450,19375.46809,-5925.468087,-925.468087,,
12900,38,22865,110,1600,5,5,85,1075,,12900,19634.59224,-6734.592243,-1734.592243,,
10500,41,22780,86,1300,5,5,69,1035,,10500,17790.62848,-7290.628476,-2290.628476,,
10950,35,21904,97,1400,3,5,69,1025,,10950,18716.51401,-7766.514008,-2766.514008,,
11950,41,21651,97,1400,3,5,69,1025,,11950,17991.61217,-6041.612168,-1041.612168,,
11450,37,21500,110,1600,5,5,69,1030,,11450,18972.44836,-7522.448362,-2522.448362,,
13250,44,21027,110,1600,5,5,85,1080,,13250,19026.50268,-5776.502683,-776.502683,,
10250,39,18500,110,1600,4,5,69,1030,,10250,18791.86264,-8541.862644,-3541.862644,,
13995,35,18000,110,1600,5,5,85,1075,,13995,20101.55519,-6106.55519,-1106.55519,,
11950,40,17051,97,1400,5,5,85,1060,,11950,18854.79984,-6904.799837,-1904.799837,,
13250,33,16512,97,1400,5,5,19,1085,,13250,19889.46127,-6639.461272,-1639.461272,,
12950,40,16325,110,1600,5,5,85,1080,,12950,19611.7526,-6661.752595,-1661.752595,,
11750,38,16000,97,1400,5,5,85,1060,,11750,19120.20539,-7370.205393,-2370.205393,,
11500,39,12000,110,1600,5,5,85,1075,,11500,19740.38375,-8240.383754,-3240.383754,,
13500,43,10000,97,1400,5,5,85,1060,,13500,18637.3341,-5137.334098,-137.334098,,
6500,53,216000,69,1900,3,5,185,1110,,6500,13439.92359,-6939.923588,-1939.923588,,
6400,51,198167,69,1900,4,5,185,1095,,6400,13805.83401,-7405.83401,-2405.83401,,
7000,53,176000,69,1900,3,5,185,1105,,7000,14193.81804,-7193.818038,-2193.818038,,
7750,54,174139,72,2000,4,5,185,1100,,7750,14121.43892,-6371.438917,-1371.438917,,
8900,45,174000,69,1900,5,5,185,1095,,8900,15042.04181,-6142.04181,-1142.04181,,
8500,55,150000,110,1600,3,5,72,1075,,8500,14855.15926,-6355.159255,-1355.159255,,
8950,54,149329,72,2000,5,5,185,1135,,8950,15226.28955,-6276.289547,-1276.289547,,
9900,51,146736,110,1600,5,5,85,1080,,9900,15542.50863,-5642.508628,-642.508628,,
10250,53,143513,69,1900,5,5,185,1140,,10250,15459.40969,-5209.409694,-209.409694,,
9250,48,142130,110,1600,5,5,197,1119,,9250,17074.88704,-7824.887043,-2824.887043,,
7750,48,140700,69,1900,5,5,64,1110,,7750,15172.86095,-7422.860948,-2422.860948,,
9450,54,138394,69,1900,4,5,185,1095,,9450,14692.26151,-5242.261507,-242.261507,,
7750,55,137000,72,2000,5,5,185,1135,,7750,15362.73429,-7612.73429,-2612.73429,,
8250,52,135258,69,1900,5,5,185,1140,,8250,15753.95274,-7503.952743,-2503.952743,,
9950,49,131364,110,1600,5,5,85,1075,,9950,16024.14173,-6074.141732,-1074.141732,,
4450,56,129155,69,1800,5,5,64,1110,,4450,14440.99129,-9990.991286,-4990.991286,,
9950,50,126110,110,1600,3,5,85,1055,,9950,15677.94793,-5727.947925,-727.947925,,
9000,48,119742,110,1600,5,5,85,1080,,9000,16472.80858,-7472.808577,-2472.808577,,
9950,53,117913,69,1900,5,5,64,1110,,9950,15041.47586,-5091.475859,-91.475859,,
12450,47,117430,90,2000,3,5,210,1165,,12450,17905.15552,-5455.155517,-455.155517,,
10500,55,117175,110,1600,4,5,69,1035,,10500,14862.2333,-4362.2333,637.7667,,
10750,54,115558,110,1600,4,5,69,1035,,10750,15017.78991,-4267.789905,732.210095,,
8950,53,115113,97,1400,3,5,69,1025,,8950,14574.3065,-5624.306504,-624.306504,,
10500,54,115046,69,1900,5,5,185,1140,,10500,15933.75188,-5433.751881,-433.751881,,
5150,56,113997,72,2000,5,5,64,1135,,5150,15270.47791,-10120.47791,-5120.47791,,
10950,49,107859,97,1400,5,5,85,1060,,10950,15858.1632,-4908.163202,91.836798,,
9450,52,104805,97,1400,3,5,69,1025,,9450,14911.83527,-5461.835267,-461.835267,,
9950,54,103454,110,1600,5,5,85,1075,,9950,16000.02202,-6050.022017,-1050.022017,,
10950,51,103018,69,1900,5,5,185,1140,,10950,16550.69372,-5600.693722,-600.693722,,
11900,47,102352,110,1600,5,5,85,1080,,11900,16958.62026,-5058.620256,-58.620256,,
9950,50,102030,97,1400,5,5,85,1060,,9950,15858.51095,-5908.510945,-908.510945,,
11950,54,101352,110,1600,5,5,85,1080,,11950,16127.65924,-4177.659243,822.340757,,
7900,50,99865,110,1600,4,5,69,1035,,7900,15833.16938,-7933.169375,-2933.169375,,
10950,52,99323,110,1600,3,5,85,1055,,10950,15995.41441,-5045.414413,-45.414413,,
8950,48,98100,69,1900,5,5,185,1140,,8950,17018.76638,-8068.766383,-3068.766383,,
11950,51,98040,110,1600,5,5,85,1080,,11950,16562.10548,-4612.105476,387.894524,,
10900,49,97600,110,1600,3,5,69,1045,,10900,16169.5449,-5269.544904,-269.544904,,
9950,55,97234,110,1600,5,5,85,1080,,9950,16092.18207,-6142.182068,-1142.182068,,
9950,51,96135,72,2000,3,5,185,1115,,9950,16370.6629,-6420.662896,-1420.662896,,
10950,54,96100,110,1600,5,5,85,1080,,10950,16237.62562,-5287.625619,-287.625619,,
8950,55,94401,72,2000,3,5,185,1115,,8950,15920.16995,-6970.169952,-1970.169952,,
8950,55,94122,86,1300,3,5,69,1015,,8950,14258.56945,-5308.569454,-308.569454,,
10500,49,91340,110,1600,3,5,85,1055,,10500,16527.66204,-6027.662044,-1027.662044,,
8950,53,90200,97,1400,3,5,69,1025,,8950,15095.9349,-6145.934898,-1145.934898,,
9250,53,90097,69,1900,5,5,185,1140,,9250,16577.8339,-7327.833902,-2327.833902,,
11500,48,89049,97,1400,5,5,85,1060,,11500,16373.70684,-4873.706841,126.293159,,
9750,52,89000,110,1600,5,5,85,1075,,9750,16546.05959,-6796.059587,-1796.059587,,
9950,45,87274,110,1600,3,5,69,1040,,9950,16788.92458,-6838.924578,-1838.924578,,
11450,49,86221,110,1600,3,5,69,1045,,11450,16407.79841,-4957.798406,42.201594,,
12500,54,84598,110,1600,5,5,19,1075,,12500,16148.17804,-3648.178035,1351.821965,,
10500,50,83567,110,1600,5,5,85,1075,,10500,16903.21546,-6403.215459,-1403.215459,,
12950,50,83106,110,1600,5,5,85,1075,,12950,16912.86788,-3962.867877,1037.132123,,
12200,50,82805,110,1600,3,5,69,1040,,12200,16273.99721,-4073.997205,926.002795,,
10950,50,82735,97,1400,3,5,69,1030,,10950,15700.9622,-4750.962195,249.037805,,
10950,54,81905,110,1600,5,5,19,1105,,10950,16706.31737,-5756.317369,-756.317369,,
11290,49,80320,110,1600,3,5,85,1070,,11290,17009.27545,-5719.275454,-719.275454,,
10750,49,80090,97,1400,3,5,69,1030,,10750,15878.04306,-5128.043064,-128.043064,,
10895,53,79800,110,1600,5,5,85,1075,,10895,16616.98933,-5721.989328,-721.989328,,
11500,47,78785,110,1600,5,5,197,1119,,11500,18522.90451,-7022.904512,-2022.904512,,
9750,48,78600,110,1600,5,5,85,1075,,9750,17250.61422,-7500.614223,-2500.614223,,
10250,55,77780,110,1600,3,5,69,1040,,10250,15770.71136,-5520.71136,-520.71136,,
12500,49,77648,110,1600,4,5,69,1030,,12500,16336.42323,-3836.42323,1163.57677,,
11950,54,77270,110,1600,4,5,69,1035,,11950,15819.46405,-3869.464049,1130.535951,,
10750,50,76167,97,1400,5,5,85,1060,,10750,16400.03044,-5650.030439,-650.030439,,
11450,46,75249,110,1600,4,5,69,1035,,11450,16835.37862,-5385.378619,-385.378619,,
11950,54,75231,110,1600,5,5,85,1080,,11950,16674.58074,-4724.580741,275.419259,,
11750,48,75045,110,1600,3,6,85,1055,,11750,17589.51194,-5839.511939,-839.511939,,
10950,50,74849,110,1600,4,5,85,1060,,10950,16834.87629,-5884.876293,-884.876293,,
11950,55,74715,110,1600,5,5,85,1080,,11950,16563.68489,-4613.68489,386.31511,,
10995,49,74656,69,1900,3,5,185,1105,,10995,16802.55815,-5807.558146,-807.558146,,
11450,56,74500,97,1400,3,5,69,1025,,11450,15059.56192,-3609.561921,1390.438079,,
8900,49,74494,110,1600,5,5,85,1075,,8900,17214.88579,-8314.885792,-3314.885792,,
10500,50,73634,110,1587,5,5,85,1075,,10500,17111.19261,-6611.192613,-1611.192613,,
11750,47,73403,110,1600,5,5,85,1075,,11750,17481.12887,-5731.128868,-731.128868,,
11450,49,73175,97,1400,3,5,69,1030,,11450,16022.82933,-4572.829334,427.170666,,
12000,52,73000,110,1600,3,5,85,1055,,12000,16546.56539,-4546.565387,453.434613,,
11950,50,72242,110,1600,3,5,85,1070,,11950,17056.71276,-5106.712759,-106.712759,,
9850,53,72000,97,1400,3,5,69,1025,,9850,15477.0065,-5627.006498,-627.006498,,
10950,54,71725,110,1600,4,5,69,1035,,10950,15935.56526,-4985.565259,14.434741,,
10950,54,71276,110,1600,5,5,85,1080,,10950,16757.39053,-5807.390531,-807.390531,,
8695,50,70440,69,1900,3,5,185,1105,,8695,16769.1329,-8074.132895,-3074.132895,,
10990,53,70239,110,1600,3,5,69,1040,,10990,16172.00454,-5182.004536,-182.004536,,
9500,55,69813,97,1400,3,5,69,1025,,9500,15279.39819,-5779.398186,-779.398186,,
11950,49,69659,86,1300,3,6,69,1025,,11950,16267.19133,-4317.191328,682.808672,,
10750,46,69574,97,1400,5,5,85,1065,,10750,17108.49966,-6358.499659,-1358.499659,,
8750,47,69000,69,1900,5,5,185,1140,,8750,17749.76204,-8999.762042,-3999.762042,,
8750,49,68565,110,1600,4,5,69,1030,,8750,16526.60308,-7776.603084,-2776.603084,,
11450,55,68520,72,2000,3,5,185,1115,,11450,16462.06633,-5012.06633,-12.06633,,
9950,46,68414,97,1400,3,5,69,1025,,9950,16403.98918,-6453.989179,-1453.989179,,
11950,56,66777,110,1600,5,5,85,1090,,11950,16775.44198,-4825.441975,174.558025,,
13950,52,66527,110,1600,5,5,85,1080,,13950,17100.22481,-3150.224811,1849.775189,,
11250,54,66063,110,1600,5,5,85,1090,,11250,17033.79143,-5783.791425,-783.791425,,
10900,50,65471,97,1400,5,5,85,1060,,10900,16623.98329,-5723.983287,-723.983287,,
9750,56,65400,97,1400,3,5,69,1025,,9750,15250.09772,-5500.097721,-500.097721,,
9950,52,65170,97,1400,3,5,69,1025,,9950,15741.7129,-5791.712897,-791.712897,,
11950,56,65000,110,1600,5,5,19,1075,,11950,16315.12124,-4365.121241,634.878759,,
10450,48,64193,110,1600,3,5,69,1040,,10450,16907.09498,-6457.094979,-1457.094979,,
8950,54,64000,97,1400,3,5,69,1025,,8950,15522.81064,-6572.810639,-1572.810639,,
10250,54,63792,110,1600,5,5,85,1075,,10250,16830.46497,-6580.464973,-1580.464973,,
9930,53,63635,110,1600,4,5,69,1035,,9930,16226.65354,-6296.653538,-1296.653538,,
10500,54,63135,110,1600,3,5,69,1050,,10500,16366.29933,-5866.299329,-866.299329,,
11950,54,63123,110,1600,4,5,69,1035,,11950,16115.67394,-4165.673935,834.326065,,
11500,48,63000,69,1900,5,5,185,1140,,11500,17753.69018,-6253.690183,-1253.690183,,
11500,55,63000,110,1600,4,5,69,1035,,11500,15996.54945,-4496.54945,503.45055,,
11450,54,62987,110,1600,5,5,85,1080,,11450,16930.94561,-5480.945613,-480.945613,,
9900,56,62751,110,1600,3,5,69,1050,,9900,16130.9398,-6230.939803,-1230.939803,,
9500,54,62519,97,1400,3,5,69,1025,,9500,15553.81982,-6053.819817,-1053.819817,,
10500,50,62280,97,1400,5,5,85,1060,,10500,16690.79645,-6190.796445,-1190.796445,,
10750,50,61672,110,1600,5,5,85,1075,,10750,17361.65297,-6611.652969,-1611.652969,,
8950,54,61000,69,2000,5,5,185,1140,,8950,17065.36703,-8115.367029,-3115.367029,,
12000,56,61000,110,1600,3,5,69,1050,,12000,16167.60224,-4167.602241,832.397759,,
9940,53,60558,110,1600,4,5,19,1105,,9940,17274.98071,-7334.980714,-2334.980714,,
10950,47,60348,110,1600,4,5,69,1030,,10950,16942.05035,-5992.050348,-992.050348,,
10750,54,60239,110,1600,5,5,85,1075,,10750,16904.85769,-6154.857687,-1154.857687,,
9799,51,59000,97,1400,3,5,69,1025,,9799,15992.60022,-6193.600216,-1193.600216,,
11750,51,58761,97,1300,5,5,85,1060,,11750,16642.77741,-4892.777408,107.222592,,
11950,54,58745,110,1600,4,5,69,1035,,11950,16207.3405,-4257.340499,742.659501,,
11250,52,58596,110,1600,3,5,69,1045,,11250,16621.11108,-5371.111079,-371.111079,,
11750,54,58530,110,1600,5,5,85,1075,,11750,16940.64073,-5190.640729,-190.640729,,
10950,55,58377,110,1600,3,5,69,1050,,10950,16344.22247,-5394.222474,-394.222474,,
11250,56,58142,110,1600,5,5,85,1080,,11250,16788.99051,-5538.990505,-538.990505,,
9950,53,57948,97,1400,3,5,69,1025,,9950,15771.22727,-5821.227274,-821.227274,,
9700,51,57645,110,1600,5,5,85,1080,,9700,17407.89599,-7707.895986,-2707.895986,,
11950,47,57500,110,1600,4,5,19,1105,,11950,18069.20827,-6119.208272,-1119.208272,,
9900,53,57475,110,1600,3,5,69,1040,,9900,16439.25717,-6539.257168,-1539.257168,,
9990,55,56743,110,1600,3,5,69,1045,,9990,16294.80962,-6304.809616,-1304.809616,,
9475,48,56675,97,1400,3,5,69,1025,,9475,16406.38064,-6931.380643,-1931.380643,,
11500,54,55877,110,1600,5,5,85,1075,,11500,16996.18924,-5496.189243,-496.189243,,
11950,53,55500,110,1600,4,5,69,1035,,11950,16396.98417,-4446.984168,553.015832,,
11500,55,54900,97,1400,5,5,85,1060,,11500,16236.81959,-4736.81959,263.18041,,
10500,50,54465,110,1600,5,5,85,1075,,10500,17512.55314,-7012.553135,-2012.553135,,
10900,46,53700,97,1400,5,5,85,1060,,10900,17357.24392,-6457.243921,-1457.243921,,
11700,52,53561,97,1400,5,5,85,1060,,11700,16629.95515,-4929.955149,70.044851,,
11900,51,53408,110,1600,5,5,85,1080,,11900,17496.61029,-5596.610292,-596.610292,,
13950,51,53268,110,1600,5,5,85,1080,,13950,17499.54161,-3549.541612,1450.458388,,
10950,49,53116,97,1400,3,5,69,1025,,10950,16359.19913,-5409.199126,-409.199126,,
10500,56,52448,97,1400,3,5,69,1025,,10500,15521.2867,-5021.286697,-21.286697,,
10750,55,52149,97,1400,3,5,19,1085,,10750,16465.89687,-5715.896868,-715.896868,,
11950,55,52141,110,1600,5,5,85,1070,,11950,16869.0882,-4919.088202,80.911798,,
10000,56,52000,97,1400,3,5,69,1025,,10000,15530.66692,-5530.666921,-530.666921,,
10495,48,50967,97,1400,5,5,85,1060,,10495,17171.06776,-6676.067757,-1676.067757,,
11450,50,50400,110,1600,5,5,85,1080,,11450,17681.29166,-6231.291655,-1231.291655,,
9400,54,50000,97,1400,3,5,69,1025,,9400,15815.94264,-6415.942639,-1415.942639,,
11950,51,50000,86,1300,5,5,69,1045,,11950,16170.94863,-4220.948626,779.051374,,
9650,53,49969,110,1600,5,5,85,1075,,9650,17241.59081,-7591.590806,-2591.590806,,
18950,49,49568,110,1600,3,5,19,1105,,18950,17991.88877,958.11123,5958.11123,,
11450,51,49473,110,1600,3,5,85,1055,,11450,17160.87357,-5710.873572,-710.873572,,
10250,52,49432,110,1600,3,5,69,1050,,10250,16896.61246,-6646.612461,-1646.612461,,
11450,48,49417,110,1600,3,5,69,1045,,11450,17300.10042,-5850.100417,-850.100417,,
9950,54,49366,97,1400,3,5,69,1025,,9950,15829.21733,-5879.217331,-879.217331,,
10500,56,48731,110,1600,3,5,85,1055,,10500,16567.91027,-6067.910273,-1067.910273,,
13750,54,48370,110,1600,5,5,85,1080,,13750,17236.99636,-3486.996359,1513.003641,,
9950,48,48071,97,1400,3,5,69,1025,,9950,16586.5312,-6636.531195,-1636.531195,,
10250,54,47852,110,1600,4,5,69,1030,,10250,16351.79258,-6101.792583,-1101.792583,,
10850,54,47768,110,1600,3,5,85,1055,,10850,16831.47329,-5981.473285,-981.473285,,
11895,52,47689,110,1600,5,5,85,1075,,11895,17411.02931,-5516.029305,-516.029305,,
12950,53,47451,110,1600,3,5,85,1055,,12950,16959.81049,-4009.81049,990.18951,,
11950,50,47219,110,1600,5,5,85,1080,,11950,17747.89543,-5797.895433,-797.895433,,
10750,56,47211,110,1600,5,5,85,1070,,10750,16850.61268,-6100.612683,-1100.612683,,
9550,54,46856,97,1400,5,5,85,1060,,9550,16526.94472,-6976.944721,-1976.944721,,
10950,56,46500,86,1300,5,5,69,1035,,10950,15468.48123,-4518.481231,481.518769,,
11750,52,46449,110,1600,4,5,69,1035,,11750,16708.19387,-4958.193865,41.806135,,
10950,47,46391,110,1600,5,5,85,1075,,10950,18046.70612,-7096.706124,-2096.706124,,
12450,54,46230,110,1600,3,5,85,1055,,12450,16863.67593,-4413.675929,586.324071,,
10500,52,46029,110,1600,4,5,69,1030,,10500,16633.36228,-6133.362275,-1133.362275,,
10900,50,46000,97,1400,3,5,69,1025,,10900,16386.49408,-5486.494075,-486.494075,,
12950,50,45900,110,1600,5,5,85,1075,,12950,17691.88711,-4741.887105,258.112895,,
10950,47,45850,97,1400,5,5,85,1060,,10950,17399.90736,-6449.907362,-1449.907362,,
12500,56,45336,110,1600,5,5,85,1080,,12500,17057.12253,-4557.122533,442.877467,,
9950,55,44537,97,1400,3,5,69,1025,,9950,15808.62707,-5858.627074,-858.627074,,
10750,56,43700,86,1300,3,5,69,1025,,10750,15359.85653,-4609.856531,390.143469,,
12500,48,43120,97,1400,3,5,69,1030,,12500,16773.82078,-4273.820783,726.179217,,
10450,49,41710,110,1600,3,5,69,1040,,10450,17256.14417,-6806.144174,-1806.144174,,
10750,52,41700,97,1400,3,5,69,1025,,10750,16233.12776,-5483.127757,-483.127757,,
12950,49,41636,110,1600,5,5,19,1105,,12950,18157.96899,-5207.968986,-207.968986,,
10995,50,41273,97,1400,5,5,85,1060,,10995,17130.64101,-6135.641011,-1135.641011,,
11950,49,40836,110,1600,3,5,85,1075,,11950,17919.617,-5969.616996,-969.616996,,
11250,50,40400,97,1400,5,5,85,1060,,11250,17148.91989,-5898.919885,-898.919885,,
11950,47,40361,110,1600,5,5,85,1090,,11950,18423.83891,-6473.838914,-1473.838914,,
13750,54,40325,86,1300,5,5,69,1045,,13750,16008.4242,-2258.424199,2741.575801,,
11000,47,40000,110,1600,5,5,85,1080,,11000,18264.14643,-7264.146432,-2264.146432,,
13500,50,39706,110,1600,5,5,85,1080,,13500,17905.20263,-4405.202627,594.797373,,
10950,54,39291,110,1600,3,5,69,1040,,10950,16698.2939,-5748.293901,-748.293901,,
10750,54,39000,97,1400,3,5,69,1025,,10750,16046.26064,-5296.260639,-296.260639,,
8950,47,38900,97,1400,3,5,69,1025,,8950,16900.25345,-7950.253452,-2950.253452,,
12950,51,38403,110,1600,3,5,85,1055,,12950,17392.65723,-4442.657232,557.342768,,
9750,56,37461,97,1400,3,5,69,1025,,9750,15835.0845,-6085.084503,-1085.084503,,
10900,54,37000,97,1400,3,5,69,1025,,10900,16088.13664,-5188.136639,-188.136639,,
10995,55,36406,110,1600,4,5,69,1035,,10995,16553.37462,-5558.374622,-558.374622,,
10750,48,36005,97,1400,5,5,85,1065,,10750,17567.96766,-6817.967663,-1817.967663,,
10950,52,36000,110,1600,5,5,85,1075,,10950,17655.77359,-6705.773587,-1705.773587,,
13000,49,36000,110,1600,5,5,85,1080,,13000,18104.49871,-5104.498714,-104.498714,,
12950,45,36000,110,1600,3,5,85,1070,,12950,18424.04705,-5474.04705,-474.04705,,
11500,52,35823,110,1600,5,5,85,1075,,11500,17659.47961,-6159.479613,-1159.479613,,
10950,56,35230,97,1400,3,5,69,1025,,10950,15881.79718,-4931.797181,68.202819,,
11710,48,35142,110,1600,3,5,85,1055,,11710,17826.03563,-6116.035627,-1116.035627,,
9980,49,34890,97,1400,3,5,69,1025,,9980,16740.81511,-6760.815114,-1760.815114,,
12250,51,34882,110,1600,5,5,85,1075,,12250,17800.88213,-5550.88213,-550.88213,,
11500,46,34000,110,1600,5,5,85,1075,,11500,18427.84874,-6927.848741,-1927.848741,,
11950,56,33998,110,1600,5,5,85,1080,,11950,17294.51758,-5344.517577,-344.517577,,
11500,55,33230,110,1600,3,5,69,1050,,11500,16870.75036,-5370.75036,-370.75036,,
11900,46,33021,110,1600,5,5,85,1080,,11900,18531.97259,-6631.972593,-1631.972593,,
11930,49,31999,97,1400,3,5,69,1030,,11930,16884.97242,-4954.972422,45.027578,,
10500,52,31579,97,1400,3,5,69,1025,,10500,16445.04126,-5945.041255,-945.041255,,
8950,56,31000,97,1400,3,5,69,1025,,8950,15970.36492,-7020.364921,-2020.364921,,
10450,46,30806,97,1400,5,5,85,1060,,10450,17836.59849,-7386.598493,-2386.598493,,
10500,55,30461,86,1300,5,5,69,1050,,10500,16176.88232,-5676.882322,-676.882322,,
12950,50,29686,110,1600,3,5,85,1075,,12950,18031.37584,-5081.375837,-81.375837,,
9950,55,29650,86,1300,3,6,69,1025,,9950,16374.70062,-6424.700616,-1424.700616,,
12900,52,29500,110,1600,3,5,85,1055,,12900,17457.36839,-4557.368387,442.631613,,
